Wavelength(A),Weight
6.417546754675468037e+03,2.669070899866249347e-01
6.417931793179317538e+03,2.668879161235345188e-01
6.418316831683167948e+03,2.668686939316511353e-01
6.418701870187018358e+03,2.668494613356526268e-01
6.419086908690868768e+03,2.668302158096007015e-01
6.419471947194719178e+03,2.668109259285553203e-01
6.419856985698569588e+03,2.667916360475099391e-01
6.420242024202419998e+03,2.667723111629866084e-01
6.420627062706270408e+03,2.667529655945899969e-01
6.421012101210120818e+03,2.667336183569130603e-01
6.421397139713971228e+03,2.667142196750538208e-01
6.421782178217821638e+03,2.666948209931946367e-01
6.422167216721672048e+03,2.666754004243215292e-01
6.422552255225522458e+03,2.666559513447329111e-01
6.422937293729372868e+03,2.666365022651443484e-01
6.423322332233223278e+03,2.666171313932452769e-01
6.423707370737073688e+03,2.665977757358113931e-01
6.424092409240924098e+03,2.665784342373295757e-01
6.424477447744774508e+03,2.665591375755293480e-01
6.424862486248624919e+03,2.665398409137291202e-01
6.425247524752474419e+03,2.665205171601554013e-01
6.425632563256325739e+03,2.665011783555962799e-01
6.426017601760175239e+03,2.664818377509870495e-01
6.426402640264026559e+03,2.664624595703295462e-01
6.426787678767876059e+03,2.664430813896720984e-01
6.427172717271727379e+03,2.664236868026622074e-01
6.427557755775576879e+03,2.664042720473339121e-01
6.427942794279428199e+03,2.663848572920055058e-01
6.428327832783277699e+03,2.663654138114492920e-01
6.428712871287129019e+03,2.663459653184370723e-01
6.429097909790978520e+03,2.663265177245691118e-01
6.429482948294829839e+03,2.663070727675169724e-01
6.429867986798679340e+03,2.662876278104649441e-01
6.430253025302530659e+03,2.662683081643025251e-01
6.430638063806380160e+03,2.662490538977348997e-01
6.431023102310231479e+03,2.662297981417173776e-01
6.431408140814080980e+03,2.662105190509864716e-01
6.431793179317932299e+03,2.661912399602555102e-01
6.432178217821781800e+03,2.661719507674052965e-01
6.432563256325632210e+03,2.661526498511079808e-01
6.432948294829482620e+03,2.661333489348106651e-01
6.433333333333333030e+03,2.661140317544554712e-01
6.433718371837183440e+03,2.660947120512926478e-01
6.434103410341033850e+03,2.660753881296112344e-01
6.434488448844884260e+03,2.660560527191984659e-01
6.434873487348734670e+03,2.660367173087856418e-01
6.435258525852585080e+03,2.660173738178088221e-01
6.435643564356435490e+03,2.659980263725134630e-01
6.436028602860285901e+03,2.659786920001597776e-01
6.436413641364136311e+03,2.659595205367715764e-01
6.436798679867986721e+03,2.659403490733833753e-01
6.437183718371837131e+03,2.659212150437167410e-01
6.437568756875687541e+03,2.659021220342360770e-01
6.437953795379537951e+03,2.658830290247554684e-01
6.438338833883388361e+03,2.658639360013371755e-01
6.438723872387238771e+03,2.658448429760182918e-01
6.439108910891089181e+03,2.658257511873021173e-01
6.439493949394938682e+03,2.658066625338110778e-01
6.439878987898790001e+03,2.657875738803198717e-01
6.440264026402639502e+03,2.657684912902626984e-01
6.440649064906490821e+03,2.657494114792792739e-01
6.441034103410340322e+03,2.657303328559430522e-01
6.441419141914191641e+03,2.657112664538788249e-01
6.441804180418041142e+03,2.656922000518147087e-01
6.442189218921892461e+03,2.656731759566755002e-01
6.442574257425741962e+03,2.656541956442843855e-01
6.442959295929593281e+03,2.656352153318932152e-01
6.443344334433442782e+03,2.656164504412584781e-01
6.443729372937294102e+03,2.655977110158153076e-01
6.444114411441143602e+03,2.655789797363022342e-01
6.444499449944994922e+03,2.655602677250465948e-01
6.444884488448844422e+03,2.655415557137910665e-01
6.445269526952695742e+03,2.655228664383418868e-01
6.445654565456545242e+03,2.655041869068098803e-01
6.446039603960395652e+03,2.654855112482357171e-01
6.446424642464246062e+03,2.654668693704611004e-01
6.446809680968096472e+03,2.654482274926864838e-01
6.447194719471946883e+03,2.654296074393651117e-01
6.447579757975797293e+03,2.654110087172890098e-01
6.447964796479647703e+03,2.653924099952129079e-01
6.448349834983498113e+03,2.653738555931400844e-01
6.448734873487348523e+03,2.653553056509418417e-01
6.449119911991198933e+03,2.653368421898683049e-01
6.449504950495049343e+03,2.653185699393549313e-01
6.449889988998899753e+03,2.653002976888416131e-01
6.450275027502750163e+03,2.652821139219036506e-01
6.450660066006600573e+03,2.652639655483959302e-01
6.451045104510450983e+03,2.652458249751604713e-01
6.451430143014301393e+03,2.652277431893430570e-01
6.451815181518151803e+03,2.652096614035256428e-01
6.452200220022002213e+03,2.651916169091568243e-01
6.452585258525852623e+03,2.651736068376637223e-01
6.452970297029702124e+03,2.651555967661706203e-01
6.453355335533553443e+03,2.651376576819424180e-01
6.453740374037402944e+03,2.651197245316342377e-01
6.454125412541254263e+03,2.651018184029789726e-01
6.454510451045103764e+03,2.650839682138860232e-01
6.454895489548955084e+03,2.650661180247930182e-01
6.455280528052804584e+03,2.650484009668618302e-01
6.455665566556655904e+03,2.650307335068144421e-01
6.456050605060505404e+03,2.650131054803327446e-01
6.456435643564356724e+03,2.649957380582848576e-01
6.456820682068206224e+03,2.649783706362370816e-01
6.457205720572057544e+03,2.649610579321209913e-01
6.457590759075907044e+03,2.649437929233145472e-01
6.457975797579758364e+03,2.649265279145079921e-01
6.458360836083607865e+03,2.649093654035886147e-01
6.458745874587459184e+03,2.648922097675274201e-01
6.459130913091308685e+03,2.648750937343229972e-01
6.459515951595160004e+03,2.648580545772520334e-01
6.459900990099009505e+03,2.648410154201811806e-01
6.460286028602859915e+03,2.648240681796235618e-01
6.460671067106710325e+03,2.648071527563205518e-01
6.461056105610560735e+03,2.647902564418270210e-01
6.461441144114411145e+03,2.647734721574123706e-01
6.461826182618261555e+03,2.647566878729977757e-01
6.462211221122111965e+03,2.647401234439820117e-01
6.462596259625962375e+03,2.647237399376382028e-01
6.462981298129812785e+03,2.647073564312944494e-01
6.463366336633663195e+03,2.646911591970264599e-01
6.463751375137513605e+03,2.646749714721437496e-01
6.464136413641364015e+03,2.646588384800586113e-01
6.464521452145214425e+03,2.646428052429109501e-01
6.464906490649064835e+03,2.646267720057632888e-01
6.465291529152915246e+03,2.646108618153322212e-01
6.465676567656765656e+03,2.645949910927159476e-01
6.466061606160616066e+03,2.645791476822779709e-01
6.466446644664466476e+03,2.645634476607758301e-01
6.466831683168316886e+03,2.645477476392736893e-01
6.467216721672166386e+03,2.645321483970162202e-01
6.467601760176017706e+03,2.645166274249334259e-01
6.467986798679867206e+03,2.645011064528507427e-01
6.468371837183718526e+03,2.644858776534902978e-01
6.468756875687568026e+03,2.644706592271259815e-01
6.469141914191419346e+03,2.644555874607761314e-01
6.469526952695268847e+03,2.644407669491798951e-01
6.469911991199120166e+03,2.644259464375836033e-01
6.470297029702969667e+03,2.644112839071321441e-01
6.470682068206820986e+03,2.643966681859087342e-01
6.471067106710670487e+03,2.643820895931148218e-01
6.471452145214521806e+03,2.643676869038635857e-01
6.471837183718371307e+03,2.643532842146124051e-01
6.472222222222222626e+03,2.643390093091532167e-01
6.472607260726072127e+03,2.643248280274624884e-01
6.472992299229923447e+03,2.643106467457717601e-01
6.473377337733772947e+03,2.642966907844971347e-01
6.473762376237624267e+03,2.642827394215982451e-01
6.474147414741473767e+03,2.642688794327016089e-01
6.474532453245324177e+03,2.642551667332413423e-01
6.474917491749174587e+03,2.642414540337810203e-01
6.475302530253024997e+03,2.642281584564802888e-01
6.475687568756875407e+03,2.642149766397685062e-01
6.476072607260725817e+03,2.642018507825013018e-01
6.476457645764576228e+03,2.641889657204197217e-01
6.476842684268426638e+03,2.641760806583381416e-01
6.477227722772277048e+03,2.641633536192830589e-01
6.477612761276127458e+03,2.641507357458935945e-01
6.477997799779977868e+03,2.641381178725041301e-01
6.478382838283828278e+03,2.641257728721339570e-01
6.478767876787678688e+03,2.641134294399994920e-01
6.479152915291529098e+03,2.641011978981679942e-01
6.479537953795379508e+03,2.640891362042062651e-01
6.479922992299229918e+03,2.640770745102445916e-01
6.480308030803080328e+03,2.640652440803261114e-01
6.480693069306930738e+03,2.640534714664184990e-01
6.481078107810781148e+03,2.640417872544562061e-01
6.481463146314630649e+03,2.640304504247865114e-01
6.481848184818481968e+03,2.640191135951167056e-01
6.482233223322331469e+03,2.640080937578263565e-01
6.482618261826182788e+03,2.639972802646318728e-01
6.483003300330032289e+03,2.639864694123206235e-01
6.483388338833883608e+03,2.639759640221657766e-01
6.483773377337733109e+03,2.639654586320109297e-01
6.484158415841584429e+03,2.639550819568144968e-01
6.484543454345433929e+03,2.639448894155169700e-01
6.484928492849285249e+03,2.639346968742194433e-01
6.485313531353134749e+03,2.639247629052558497e-01
6.485698569856986069e+03,2.639148879089296962e-01
6.486083608360835569e+03,2.639050825900591812e-01
6.486468646864686889e+03,2.638955284767521281e-01
6.486853685368536389e+03,2.638859743634451860e-01
6.487238723872387709e+03,2.638766211942382700e-01
6.487623762376237210e+03,2.638673911843185671e-01
6.488008800880087620e+03,2.638581760920093444e-01
6.488393839383938030e+03,2.638495987275496502e-01
6.488778877887788440e+03,2.638410213630899559e-01
6.489163916391638850e+03,2.638326015703758576e-01
6.489548954895489260e+03,2.638243943408891123e-01
6.489933993399339670e+03,2.638161871114023671e-01
6.490319031903190080e+03,2.638082551374017481e-01
6.490704070407040490e+03,2.638003801128120940e-01
6.491089108910890900e+03,2.637925824016599807e-01
6.491474147414741310e+03,2.637850414474793848e-01
6.491859185918591720e+03,2.637775004932987333e-01
6.492244224422442130e+03,2.637701725114985907e-01
6.492629262926292540e+03,2.637629673245844297e-01
6.493014301430142950e+03,2.637557746656985502e-01
6.493399339933993360e+03,2.637489067718540858e-01
6.493784378437843770e+03,2.637420388780096214e-01
6.494169416941694180e+03,2.637353816485762392e-01
6.494554455445544590e+03,2.637289925374843857e-01
6.494939493949394091e+03,2.637226034263924768e-01
6.495324532453245411e+03,2.637166895985180171e-01
6.495709570957094911e+03,2.637108643827688059e-01
6.496094609460946231e+03,2.637051231503206306e-01
6.496479647964795731e+03,2.636996397270755521e-01
6.496864686468647051e+03,2.636941563038304737e-01
6.497249724972496551e+03,2.636888955364680709e-01
6.497634763476347871e+03,2.636837554152447471e-01
6.498019801980197371e+03,2.636786330194896832e-01
6.498404840484048691e+03,2.636738375601491158e-01
6.498789878987898192e+03,2.636690421008086038e-01
6.499174917491749511e+03,2.636644037652577932e-01
6.499559955995599012e+03,2.636599541758946619e-01
6.499944994499450331e+03,2.636555045865315305e-01
6.500330033003299832e+03,2.636513523607472709e-01
6.500715071507151151e+03,2.636472496955594713e-01
6.501100110011000652e+03,2.636433284980514991e-01
6.501485148514851971e+03,2.636399237854782918e-01
6.501870187018701472e+03,2.636365190729050845e-01
6.502255225522551882e+03,2.636333783591289781e-01
6.502640264026402292e+03,2.636303719206030127e-01
6.503025302530252702e+03,2.636273883794185147e-01
6.503410341034103112e+03,2.636247303786973251e-01
6.503795379537953522e+03,2.636220723779760799e-01
6.504180418041803932e+03,2.636195770350365231e-01
6.504565456545654342e+03,2.636172661698249486e-01
6.504950495049504752e+03,2.636149553046133187e-01
6.505335533553355162e+03,2.636129457217212813e-01
6.505720572057205572e+03,2.636109805903190106e-01
6.506105610561055983e+03,2.636091100121459863e-01
6.506490649064906393e+03,2.636074896060586203e-01
6.506875687568756803e+03,2.636058691999713099e-01
6.507260726072607213e+03,2.636045778056039790e-01
6.507645764576457623e+03,2.636034432818035733e-01
6.508030803080308033e+03,2.636023566092601800e-01
6.508415841584158443e+03,2.636018202261722343e-01
6.508800880088008853e+03,2.636012838430842886e-01
6.509185918591858353e+03,2.636009116237353345e-01
6.509570957095709673e+03,2.636007152247221708e-01
6.509955995599559174e+03,2.636005188257090071e-01
6.510341034103410493e+03,2.636006216676081704e-01
6.510726072607259994e+03,2.636007631212379798e-01
6.511111111111111313e+03,2.636010015011945873e-01
6.511496149614960814e+03,2.636014788381352836e-01
6.511881188118812133e+03,2.636019561750759799e-01
6.512266226622661634e+03,2.636026643399550506e-01
6.512651265126512953e+03,2.636034755189553547e-01
6.513036303630362454e+03,2.636043179749507082e-01
6.513421342134213774e+03,2.636054608796556398e-01
6.513806380638063274e+03,2.636066037843606269e-01
6.514191419141914594e+03,2.636080836151767914e-01
6.514576457645764094e+03,2.636099042448181717e-01
6.514961496149615414e+03,2.636117248744594965e-01
6.515346534653464914e+03,2.636139019923735005e-01
6.515731573157316234e+03,2.636161187200955491e-01
6.516116611661165734e+03,2.636184332242871298e-01
6.516501650165016144e+03,2.636209727988423346e-01
6.516886688668866555e+03,2.636235123733975394e-01
6.517271727172716965e+03,2.636262773925278635e-01
6.517656765676567375e+03,2.636291364229587098e-01
6.518041804180417785e+03,2.636320298180177546e-01
6.518426842684268195e+03,2.636352053647609828e-01
6.518811881188118605e+03,2.636383809115042665e-01
6.519196919691969015e+03,2.636417168068038164e-01
6.519581958195819425e+03,2.636452058842438384e-01
6.519966996699669835e+03,2.636486949616838049e-01
6.520352035203520245e+03,2.636525821332959540e-01
6.520737073707370655e+03,2.636565066262367973e-01
6.521122112211221065e+03,2.636606203726838960e-01
6.521507150715071475e+03,2.636651416109148105e-01
6.521892189218921885e+03,2.636696628491457250e-01
6.522277227722772295e+03,2.636744005825130688e-01
6.522662266226622705e+03,2.636792225084333419e-01
6.523047304730473115e+03,2.636840808019090820e-01
6.523432343234322616e+03,2.636891987428153228e-01
6.523817381738173935e+03,2.636943166837215635e-01
6.524202420242023436e+03,2.636995877180934866e-01
6.524587458745874756e+03,2.637049968693964130e-01
6.524972497249724256e+03,2.637104060206992839e-01
6.525357535753575576e+03,2.637160821249612819e-01
6.525742574257425076e+03,2.637217787640662725e-01
6.526127612761276396e+03,2.637275694252731451e-01
6.526512651265125896e+03,2.637335497517545591e-01
6.526897689768977216e+03,2.637395300782359731e-01
6.527282728272826716e+03,2.637459705265237098e-01
6.527667766776678036e+03,2.637525774780332677e-01
6.528052805280527537e+03,2.637592368485632277e-01
6.528437843784378856e+03,2.637662260220969279e-01
6.528822882288228357e+03,2.637732151956306281e-01
6.529207920792079676e+03,2.637803514006430428e-01
6.529592959295929177e+03,2.637876128546928212e-01
6.529977997799779587e+03,2.637948743087425996e-01
6.530363036303629997e+03,2.638023888736751865e-01
6.530748074807480407e+03,2.638099187786613342e-01
6.531133113311330817e+03,2.638175401103114992e-01
6.531518151815181227e+03,2.638253344725902116e-01
6.531903190319031637e+03,2.638331288348689796e-01
6.532288228822882047e+03,2.638411181133496486e-01
6.532673267326732457e+03,2.638491728598676977e-01
6.533058305830582867e+03,2.638572814893033192e-01
6.533443344334433277e+03,2.638656920664095851e-01
6.533828382838283687e+03,2.638741026435158510e-01
6.534213421342134097e+03,2.638828465408080692e-01
6.534598459845984507e+03,2.638918584687652280e-01
6.534983498349834917e+03,2.639008703967223868e-01
6.535368536853685328e+03,2.639101198496976441e-01
6.535753575357535738e+03,2.639193799381214789e-01
6.536138613861386148e+03,2.639287278201237208e-01
6.536523652365236558e+03,2.639382317795986310e-01
6.536908690869086058e+03,2.639477357390734857e-01
6.537293729372937378e+03,2.639574219720750015e-01
6.537678767876786878e+03,2.639671648668844295e-01
6.538063806380638198e+03,2.639769468081101245e-01
6.538448844884487698e+03,2.639869253278455674e-01
6.538833883388339018e+03,2.639969038475810104e-01
6.539218921892188519e+03,2.640070143116275414e-01
6.539603960396039838e+03,2.640172248942217470e-01
6.539988998899889339e+03,2.640274354768158971e-01
6.540374037403740658e+03,2.640381717979938259e-01
6.540759075907590159e+03,2.640489235820712710e-01
6.541144114411441478e+03,2.640598167686452613e-01
6.541529152915290979e+03,2.640709463456524242e-01
6.541914191419142298e+03,2.640820759226596426e-01
6.542299229922991799e+03,2.640933775651249649e-01
6.542684268426843119e+03,2.641047285498908104e-01
6.543069306930692619e+03,2.641161186450290410e-01
6.543454345434543939e+03,2.641276869096417235e-01
6.543839383938393439e+03,2.641392551742543504e-01
6.544224422442243849e+03,2.641509476445093041e-01
6.544609460946094259e+03,2.641627290070376888e-01
6.544994499449944669e+03,2.641745103695660735e-01
6.545379537953795079e+03,2.641864983698998803e-01
6.545764576457645489e+03,2.641984893649845234e-01
6.546149614961495899e+03,2.642105813057731289e-01
6.546534653465346310e+03,2.642228320875959491e-01
6.546919691969196720e+03,2.642350828694187692e-01
6.547304730473047130e+03,2.642478205324734208e-01
6.547689768976897540e+03,2.642606865071884248e-01
6.548074807480747950e+03,2.642735912578859092e-01
6.548459845984598360e+03,2.642866568148636852e-01
6.548844884488448770e+03,2.642997223718414612e-01
6.549229922992299180e+03,2.643129048793405600e-01
6.549614961496149590e+03,2.643261662864737072e-01
6.550000000000000000e+03,2.643394276936068543e-01
6.550385038503850410e+03,2.643528820483398434e-01
6.550770077007700820e+03,2.643663364030728324e-01
6.551155115511550321e+03,2.643798674034736895e-01
6.551540154015401640e+03,2.643935120134107142e-01
6.551925192519251141e+03,2.644071566233476278e-01
6.552310231023102460e+03,2.644209524044421333e-01
6.552695269526951961e+03,2.644347846381560618e-01
6.553080308030803280e+03,2.644487112195053058e-01
6.553465346534652781e+03,2.644629958048947960e-01
6.553850385038504101e+03,2.644772803902843417e-01
6.554235423542353601e+03,2.644918114788303298e-01
6.554620462046204921e+03,2.645064992235879320e-01
6.555005500550054421e+03,2.645211896667123974e-01
6.555390539053905741e+03,2.645360662971497634e-01
6.555775577557755241e+03,2.645509429275870739e-01
6.556160616061606561e+03,2.645658986068211704e-01
6.556545654565456061e+03,2.645809647377985740e-01
6.556930693069307381e+03,2.645960308687759777e-01
6.557315731573156881e+03,2.646112530526148476e-01
6.557700770077008201e+03,2.646265094919599270e-01
6.558085808580857702e+03,2.646418085224747085e-01
6.558470847084708112e+03,2.646572560760432347e-01
6.558855885588558522e+03,2.646727036296117053e-01
6.559240924092408932e+03,2.646882713845883361e-01
6.559625962596259342e+03,2.647039110408638263e-01
6.560011001100109752e+03,2.647195696087802363e-01
6.560396039603960162e+03,2.647358711724874802e-01
6.560781078107810572e+03,2.647521727361947796e-01
6.561166116611660982e+03,2.647685622276071959e-01
6.561551155115511392e+03,2.647850675972535650e-01
6.561936193619361802e+03,2.648015729668999341e-01
6.562321232123212212e+03,2.648182424906636023e-01
6.562706270627062622e+03,2.648349446203820956e-01
6.563091309130913032e+03,2.648516938184168334e-01
6.563476347634763442e+03,2.648685944289869143e-01
6.563861386138613852e+03,2.648854950395570507e-01
6.564246424642464262e+03,2.649025238955179939e-01
6.564631463146314672e+03,2.649196248895113182e-01
6.565016501650165083e+03,2.649367345606892798e-01
6.565401540154014583e+03,2.649540380223236458e-01
6.565786578657865903e+03,2.649713414839580672e-01
6.566171617161715403e+03,2.649888257067967157e-01
6.566556655665566723e+03,2.650065347224150325e-01
6.566941694169416223e+03,2.650242437380332383e-01
6.567326732673267543e+03,2.650423782563018360e-01
6.567711771177117043e+03,2.650605887060197285e-01
6.568096809680968363e+03,2.650788520666153558e-01
6.568481848184817864e+03,2.650972729573238817e-01
6.568866886688669183e+03,2.651156938480325187e-01
6.569251925192518684e+03,2.651342542681143222e-01
6.569636963696370003e+03,2.651528884133235731e-01
6.570022002200219504e+03,2.651715349156261170e-01
6.570407040704070823e+03,2.651903853099704667e-01
6.570792079207920324e+03,2.652092357043146498e-01
6.571177117711771643e+03,2.652281870340718606e-01
6.571562156215621144e+03,2.652472568532267538e-01
6.571947194719471554e+03,2.652663266723817026e-01
6.572332233223321964e+03,2.652855887201066576e-01
6.572717271727172374e+03,2.653048813207168344e-01
6.573102310231022784e+03,2.653243378908566874e-01
6.573487348734873194e+03,2.653442475810944834e-01
6.573872387238723604e+03,2.653641572713322794e-01
6.574257425742574014e+03,2.653842777097818462e-01
6.574642464246424424e+03,2.654045026217039527e-01
6.575027502750274834e+03,2.654247442879506536e-01
6.575412541254125244e+03,2.654452037604174142e-01
6.575797579757975655e+03,2.654656632328841193e-01
6.576182618261826065e+03,2.654862361631135093e-01
6.576567656765676475e+03,2.655069348537545393e-01
6.576952695269526885e+03,2.655276335443955138e-01
6.577337733773377295e+03,2.655485462837902100e-01
6.577722772277227705e+03,2.655694890039549949e-01
6.578107810781078115e+03,2.655905016866327850e-01
6.578492849284928525e+03,2.656116942729153663e-01
6.578877887788778025e+03,2.656328868591979475e-01
6.579262926292629345e+03,2.656543320926150198e-01
6.579647964796478846e+03,2.656758946642409080e-01
6.580033003300330165e+03,2.656975119310972522e-01
6.580418041804179666e+03,2.657197126137437748e-01
6.580803080308030985e+03,2.657419132963904640e-01
6.581188118811880486e+03,2.657642452647459574e-01
6.581573157315731805e+03,2.657867146608319242e-01
6.581958195819581306e+03,2.658091840569177799e-01
6.582343234323432625e+03,2.658318990803230641e-01
6.582728272827282126e+03,2.658546440198760741e-01
6.583113311331133445e+03,2.658774720844351847e-01
6.583498349834982946e+03,2.659004994876007499e-01
6.583883388338834266e+03,2.659235268907664818e-01
6.584268426842683766e+03,2.659467560991292112e-01
6.584653465346535086e+03,2.659700729769628458e-01
6.585038503850384586e+03,2.659934195125406853e-01
6.585423542354235906e+03,2.660170329678172574e-01
6.585808580858085406e+03,2.660406464230937185e-01
6.586193619361935816e+03,2.660645694315512677e-01
6.586578657865786226e+03,2.660887984755400115e-01
6.586963696369636637e+03,2.661130275195288108e-01
6.587348734873487047e+03,2.661376998978498554e-01
6.587733773377337457e+03,2.661624184276945027e-01
6.588118811881187867e+03,2.661872355449403926e-01
6.588503850385038277e+03,2.662122735709928079e-01
6.588888888888888687e+03,2.662373115970452231e-01
6.589273927392739097e+03,2.662625823889927523e-01
6.589658965896589507e+03,2.662879475960222564e-01
6.590044004400439917e+03,2.663133511832755929e-01
6.590429042904290327e+03,2.663390522172639496e-01
6.590814081408140737e+03,2.663647532512523064e-01
6.591199119911991147e+03,2.663906324616280852e-01
6.591584158415841557e+03,2.664166780355921027e-01
6.591969196919691967e+03,2.664427236095561202e-01
6.592354235423542377e+03,2.664691092777040637e-01
6.592739273927392787e+03,2.664955245192592304e-01
6.593124312431242288e+03,2.665222074177543421e-01
6.593509350935093607e+03,2.665494516852297546e-01
6.593894389438943108e+03,2.665766959527050561e-01
6.594279427942794428e+03,2.666042129899636182e-01
6.594664466446643928e+03,2.666318331213133330e-01
6.595049504950495248e+03,2.666595028879754081e-01
6.595434543454344748e+03,2.666875090717539254e-01
6.595819581958196068e+03,2.667155152555325537e-01
6.596204620462045568e+03,2.667437319941161067e-01
6.596589658965896888e+03,2.667721343831730985e-01
6.596974697469746388e+03,2.668005367722299237e-01
6.597359735973597708e+03,2.668293194479636199e-01
6.597744774477447208e+03,2.668581288716897482e-01
6.598129812981298528e+03,2.668870789234764618e-01
6.598514851485148029e+03,2.669163054643310384e-01
6.598899889988999348e+03,2.669455320051857261e-01
6.599284928492848849e+03,2.669752272557571748e-01
6.599669966996700168e+03,2.670050871881211596e-01
6.600055005500549669e+03,2.670350494912293593e-01
6.600440044004400079e+03,2.670656260188039033e-01
6.600825082508250489e+03,2.670962025463783918e-01
6.601210121012100899e+03,2.671270233205483846e-01
6.601595159515951309e+03,2.671580474204183209e-01
6.601980198019801719e+03,2.671890715202882571e-01
6.602365236523652129e+03,2.672205294535227038e-01
6.602750275027502539e+03,2.672520109078431738e-01
6.603135313531352949e+03,2.672836564959586436e-01
6.603520352035203359e+03,2.673156049976633808e-01
6.603905390539053769e+03,2.673475534993681180e-01
6.604290429042904179e+03,2.673798615537097967e-01
6.604675467546754589e+03,2.674122867350468558e-01
6.605060506050604999e+03,2.674447883235359091e-01
6.605445544554455410e+03,2.674776997322036998e-01
6.605830583058305820e+03,2.675106111408714904e-01
6.606215621562156230e+03,2.675440187209615073e-01
6.606600660066006640e+03,2.675778161500261265e-01
6.606985698569857050e+03,2.676116135790907458e-01
6.607370737073706550e+03,2.676459863549754958e-01
6.607755775577557870e+03,2.676803813252481290e-01
6.608140814081407370e+03,2.677149644148660856e-01
6.608525852585258690e+03,2.677498737739739121e-01
6.608910891089108190e+03,2.677847831330816275e-01
6.609295929592959510e+03,2.678200946261422022e-01
6.609680968096809011e+03,2.678555272078649852e-01
6.610066006600660330e+03,2.678910510352683350e-01
6.610451045104509831e+03,2.679270158834599624e-01
6.610836083608361150e+03,2.679629807316518120e-01
6.611221122112210651e+03,2.679992564017107393e-01
6.611606160616061970e+03,2.680357624820098317e-01
6.611991199119911471e+03,2.680722685623087576e-01
6.612376237623762790e+03,2.681093984448768563e-01
6.612761276127612291e+03,2.681465429193107264e-01
6.613146314631463611e+03,2.681840463610049019e-01
6.613531353135313111e+03,2.682221354861234475e-01
6.613916391639163521e+03,2.682602246112421041e-01
6.614301430143013931e+03,2.682987598603822632e-01
6.614686468646864341e+03,2.683374188519517256e-01
6.615071507150714751e+03,2.683761853212405790e-01
6.615456545654565161e+03,2.684154230389913520e-01
6.615841584158415571e+03,2.684546607567421805e-01
6.616226622662265981e+03,2.684942442738386670e-01
6.616611661166116392e+03,2.685340695147495071e-01
6.616996699669966802e+03,2.685738947556604028e-01
6.617381738173817212e+03,2.686143111449608156e-01
6.617766776677667622e+03,2.686547326450541839e-01
6.618151815181518032e+03,2.686953925856312431e-01
6.618536853685368442e+03,2.687364188260817910e-01
6.618921892189218852e+03,2.687774450665323389e-01
6.619306930693069262e+03,2.688191743540606082e-01
6.619691969196919672e+03,2.688610825532108395e-01
6.620077007700770082e+03,2.689031579370514402e-01
6.620462046204620492e+03,2.689459020596532968e-01
6.620847084708469993e+03,2.689886461822550423e-01
6.621232123212321312e+03,2.690317701137697193e-01
6.621617161716170813e+03,2.690751442511556402e-01
6.622002200220022132e+03,2.691185220320940208e-01
6.622387238723871633e+03,2.691625337911185967e-01
6.622772277227722952e+03,2.692065455501433946e-01
6.623157315731572453e+03,2.692508204020384599e-01
6.623542354235423772e+03,2.692954760946623116e-01
6.623927392739273273e+03,2.693401317872859413e-01
6.624312431243124593e+03,2.693853149792699297e-01
6.624697469746974093e+03,2.694306207591331548e-01
6.625082508250825413e+03,2.694760671281027919e-01
6.625467546754674913e+03,2.695220289904614042e-01
6.625852585258526233e+03,2.695679908528201829e-01
6.626237623762375733e+03,2.696146223153476074e-01
6.626622662266227053e+03,2.696616691779799568e-01
6.627007700770076553e+03,2.697087301440201368e-01
6.627392739273927873e+03,2.697564821770561116e-01
6.627777777777777374e+03,2.698042342100919200e-01
6.628162816281627784e+03,2.698522712245537969e-01
6.628547854785478194e+03,2.699006972001511406e-01
6.628932893289328604e+03,2.699491231757485399e-01
6.629317931793179014e+03,2.699981100699467840e-01
6.629702970297029424e+03,2.700472153587285540e-01
6.630088008800879834e+03,2.700964771103173123e-01
6.630473047304730244e+03,2.701462669238793857e-01
6.630858085808580654e+03,2.701960567374414035e-01
6.631243124312431064e+03,2.702462819696899166e-01
6.631628162816281474e+03,2.702967613603571850e-01
6.632013201320131884e+03,2.703472690545425938e-01
6.632398239823982294e+03,2.703985739644894637e-01
6.632783278327832704e+03,2.704498788744363891e-01
6.633168316831683114e+03,2.705016384620427261e-01
6.633553355335533524e+03,2.705539834842825009e-01
6.633938393839383934e+03,2.706063285065222757e-01
6.634323432343234344e+03,2.706592654407860010e-01
6.634708470847084754e+03,2.707123151201971667e-01
6.635093509350934255e+03,2.707655370047762911e-01
6.635478547854785575e+03,2.708192957642912013e-01
6.635863586358635075e+03,2.708730545238058340e-01
6.636248624862486395e+03,2.709272738985412654e-01
6.636633663366335895e+03,2.709817460002115763e-01
6.637018701870187215e+03,2.710362529491077699e-01
6.637403740374036715e+03,2.710914424936592959e-01
6.637788778877888035e+03,2.711466320382110995e-01
6.638173817381737535e+03,2.712021472351178186e-01
6.638558855885588855e+03,2.712580581614691400e-01
6.638943894389438356e+03,2.713139690878201837e-01
6.639328932893289675e+03,2.713707564118620352e-01
6.639713971397139176e+03,2.714276932217973837e-01
6.640099009900990495e+03,2.714848632361178682e-01
6.640484048404839996e+03,2.715427069519943393e-01
6.640869086908691315e+03,2.716005506678711434e-01
6.641254125412540816e+03,2.716588782716768957e-01
